Name,Province,Climate ID,Station ID,Latitude,Longitude,Elevation (m),First Year,Last Year,First Year (Hourly),Last Year (Hourly),First Year (Daily),Last Year (Daily),First Year (Monthly),Last Year (Monthly)
PELLY 2,SASKATCHEWAN,4086001,3449,51.73,-101.9,499,1978,2019,-999,-999,1978,2019,1978,2007
PLEASANTDALE,SASKATCHEWAN,4086136,3450,52.58,-104.52,533,1985,1989,-999,-999,1985,1989,1985,1989
PORCUPINE PLAIN,SASKATCHEWAN,4086160,3451,52.65,-103.15,464,1953,1995,-999,-999,1953,1995,1953,1995
PORCUPINE PLAIN 2,SASKATCHEWAN,4086161,3452,52.6,-103.25,498,1953,1964,-999,-999,1953,1964,1953,1964
PORCUPINE PLAIN 3,SASKATCHEWAN,4086162,3453,52.75,-103.2,-999,1954,1954,-999,-999,1954,1954,1954,1954
PRAIRIE RIVER,SASKATCHEWAN,4086180,3454,52.87,-102.98,467,1956,1982,-999,-999,1956,1982,1956,1982
SOMME CDA EPF,SASKATCHEWAN,4087640,3455,52.62,-103.02,438,1953,1983,-999,-999,1953,1983,1953,1983
WEEKES,SASKATCHEWAN,4088720,3456,52.75,-102.83,421,1948,1966,-999,-999,1948,1966,1948,1966
ALEXANDER,MANITOBA,5010033,3461,49.83,-100.3,427,1979,1999,-999,-999,1979,1999,1979,1999
ARROW RIVER,MANITOBA,5010114,3462,50.17,-100.85,486,1982,1983,-999,-999,1982,1983,1982,1983
BALDUR,MANITOBA,5010140,3463,49.28,-99.29,449,1962,2019,-999,-999,1962,2019,1962,2007
BALDUR 5 NORTHEAST,MANITOBA,5010143,6880,49.42,-99.17,425,1991,1995,-999,-999,1991,1995,1991,1995
BEDE,MANITOBA,5010180,3464,49.37,-100.93,442,1956,1977,-999,-999,1956,1977,1956,1977
BELMONT,MANITOBA,5010190,3465,49.4,-99.43,447,1891,1906,-999,-999,1891,1906,1891,1906
BELMONT,MANITOBA,5010191,3466,49.3,-99.45,481,1984,2016,-999,-999,1984,2016,1984,2007
BINSCARTH,MANITOBA,5010216,3467,50.58,-101.27,525,1973,2005,-999,-999,1973,2005,1973,2005
BIRDTAIL,MANITOBA,5010227,3468,50.82,-100.92,577,1989,1995,-999,-999,1989,1995,1989,1995
BIRTLE,MANITOBA,5010240,3469,50.43,-101.05,522,1883,2000,-999,-999,1883,2000,1883,2000
BOGGY CREEK,MANITOBA,5010310,3470,51.54,-101.39,609,1977,2014,-999,-999,1977,2014,1977,2007
BRANDON A,MANITOBA,5010480,3471,49.91,-99.95,409,1941,2012,1958,2012,1941,2012,1941,2012
BRANDON A,MANITOBA,5010481,50821,49.91,-99.95,409,2012,2019,2012,2019,2012,2019,-999,-999
BRANDON CDA,MANITOBA,5010485,3472,49.87,-99.98,362,1890,2010,-999,-999,1890,2010,1890,2007
BRANDON RCS,MANITOBA,5010490,49909,49.9,-99.95,409,2012,2019,2012,2019,2012,2019,-999,-999
BRANDON SOUTH,MANITOBA,5010494,3473,49.82,-99.95,396,1972,1975,-999,-999,1972,1975,1972,1975
BRANDON #1 WINTER BAY,MANITOBA,5010498,3474,49.83,-99.98,396,1987,2002,-999,-999,1987,2002,1987,2002
BROOKDALE,MANITOBA,5010524,3476,50.02,-99.57,392,1987,2003,-999,-999,1987,2003,1987,2003
CAMERON,MANITOBA,5010538,3477,49.47,-100.47,442,1984,2001,-999,-999,1984,2001,1984,2001
CARBERRY CS,MANITOBA,5010547,27741,49.91,-99.36,383,1994,2019,1994,2019,1994,2019,1996,2007
CARBERRY,MANITOBA,5010548,3478,49.87,-99.35,385,1962,1999,-999,-999,1962,1999,1962,1999
CARDALE,MANITOBA,5010550,3479,50.23,-100.33,556,1966,1972,-999,-999,1966,1972,1966,1972
CARROLL,MANITOBA,5010554,3480,49.55,-100.0,487,1969,1984,-999,-999,1969,1984,1969,1984
CARROLL 2W,MANITOBA,50105ED,3475,49.6,-100.07,457,1973,1975,-999,-999,1973,1975,1973,1975
CLANWILLIAM,MANITOBA,5010609,27869,50.35,-99.81,623,1999,2001,-999,-999,1999,2001,1999,2001
CYPRESS RIVER,MANITOBA,5010640,3481,49.55,-99.08,374,1904,2012,-999,-999,1904,2012,1904,2007
CYPRESS RIVER RCS,MANITOBA,5010641,48128,49.56,-99.07,374,2009,2019,2009,2019,2009,2019,-999,-999
DELORAINE,MANITOBA,5010760,3482,49.18,-100.5,500,1897,1994,-999,-999,1897,1994,1925,1994
DELORAINE 2,MANITOBA,5010761,3483,49.17,-100.4,533,1953,1976,-999,-999,1953,1976,1953,1976
DELORAINE 6 SE,MANITOBA,5010762,3484,49.15,-100.37,548,1976,1977,-999,-999,1976,1977,1976,1977
EDWIN,MANITOBA,5010859,3485,49.82,-98.52,300,1986,1986,-999,-999,1986,1986,1986,1986
ELKHORN,MANITOBA,5010868,3486,49.97,-101.23,499,1891,1987,-999,-999,1891,1987,1891,1987
ERICKSON,MANITOBA,5010893,3487,50.43,-99.9,635,1971,1971,-999,-999,1971,1971,1971,1971
ERICKSON,MANITOBA,5010894,3488,50.48,-99.9,648,1985,1986,-999,-999,1985,1986,1985,1986
FAIRFAX,MANITOBA,5010906,3489,49.42,-100.13,480,1987,1990,-999,-999,1987,1990,1987,1990
FORT ELLICE,MANITOBA,5010977,3490,50.42,-101.23,-999,1883,1894,-999,-999,1883,1894,1883,1894
FOXWARREN,MANITOBA,5010981,3491,50.52,-101.15,533,1969,2001,-999,-999,1969,2001,1969,2001
FOXWARREN NORTH,MANITOBA,5010982,27611,50.6,-101.17,556,1998,2001,-999,-999,1998,2001,1998,2001
ELKHORN 2 EAST,MANITOBA,5010QFQ,3460,49.93,-101.2,497,1987,2019,-999,-999,1987,2019,1987,2007
GLENBORO,MANITOBA,5011051,3492,49.57,-99.33,371,1970,1992,-999,-999,1970,1992,1970,1992
GOODLANDS CDA EPF,MANITOBA,5011080,3493,49.13,-100.6,499,1951,1976,-999,-999,1951,1976,1951,1976
GRISWOLD,MANITOBA,5011224,3494,49.82,-100.47,403,1979,1981,-999,-999,1979,1981,1979,1981
HAMIOTA,MANITOBA,5011240,3495,50.18,-100.62,518,1914,1991,-999,-999,1914,1991,1914,1991
HAMIOTA 2,MANITOBA,5011241,3496,50.18,-100.6,519,1975,2002,-999,-999,1975,2002,1975,2002
HARDING,MANITOBA,5011275,3497,50.03,-100.5,472,1966,1983,-999,-999,1966,1983,1966,1983
HARGRAVE CDA EPF,MANITOBA,5011280,3498,49.92,-101.1,487,1951,1970,-999,-999,1951,1970,1951,1970
HARTNEY,MANITOBA,5011282,3499,49.45,-100.52,442,1973,1973,-999,-999,1973,1973,1973,1973
HARTNEY,MANITOBA,5011283,3500,49.5,-100.53,428,1979,1984,-999,-999,1979,1984,1979,1984
HILLVIEW,MANITOBA,5011293,3501,49.92,-100.55,426,1885,1920,-999,-999,1885,1920,1885,1920
INGLIS,MANITOBA,5011360,3502,50.9,-101.23,594,1949,1969,-999,-999,1949,1969,1949,1969
KENTON,MANITOBA,5011434,3503,49.98,-100.58,449,1987,2006,-999,-999,1987,2006,1987,2006
LYLETON,MANITOBA,5011600,3504,49.05,-101.18,460,1951,1983,-999,-999,1951,1983,1951,1983
MACDONALD A,MANITOBA,5011680,3505,50.08,-98.45,254,1951,1959,-999,-999,1951,1959,1951,1959
MCCONNELL,MANITOBA,5011705,3506,50.27,-100.6,541,1966,1975,-999,-999,1966,1975,1966,1975
MEDORA,MANITOBA,5011715,3507,49.25,-100.7,458,1965,1968,-999,-999,1965,1968,1965,1968
MELITA,MANITOBA,5011720,3508,49.33,-101.0,442,1936,1960,-999,-999,1936,1960,1936,1960
MELITA 2,MANITOBA,5011721,6881,49.28,-100.98,422,1991,1995,-999,-999,1991,1995,1991,1995
MINNEDOSA,MANITOBA,5011760,3509,50.27,-99.83,521,1880,1999,-999,-999,1880,1999,1881,1999
MINTO,MANITOBA,5011762,3510,49.45,-100.05,477,1979,1985,-999,-999,1979,1985,1979,1985
NAPINKA,MANITOBA,5011990,6950,49.33,-100.85,434,1991,1992,-999,-999,1991,1992,1991,1992
NORQUAY,MANITOBA,5012046,3511,49.48,-98.75,457,1883,1913,-999,-999,1883,1913,1883,1913
OAKNER,MANITOBA,5012054,3513,50.1,-100.63,502,1962,2007,-999,-999,1962,2007,1962,2007
OLHA,MANITOBA,501205N,3512,50.67,-100.55,621,1966,1995,-999,-999,1966,1995,1966,1995
PIERSON,MANITOBA,5012080,3514,49.18,-101.27,469,1904,2007,-999,-999,1904,2007,1904,2007
PIPESTONE,MANITOBA,5012200,3515,49.53,-100.92,437,1899,1985,-999,-999,1899,1985,1899,1985
PORTAGE LA PRAIRIE,MANITOBA,5012279,3516,49.97,-98.3,261,1886,1918,-999,-999,1886,1918,1887,1918
PORTAGE LA PRAIRIE,MANITOBA,5012280,3517,49.97,-98.3,261,1904,1971,-999,-999,1904,1971,1904,1971
PORTAGE ROMANCE,MANITOBA,5012300,45987,49.98,-98.3,262,2007,2019,-999,-999,2007,2019,2007,2007
PORTAGE SOUTHPORT A,MANITOBA,5012320,3518,49.9,-98.27,269,1941,2019,1953,2019,1941,1992,1941,1992
PORTAGE LA PRAIRIE CDA,MANITOBA,5012321,3519,49.95,-98.27,259,1970,2019,-999,-999,1970,2019,1970,2007
PORTAGE LA PRAIRIE 2,MANITOBA,5012322,3520,49.98,-98.32,261,1962,1996,-999,-999,1962,1996,1962,1996
PORTAGE SOUTHPORT,MANITOBA,5012324,10884,49.9,-98.28,272,1992,2019,1994,2019,1992,2019,1996,2007
RAPID CITY FORREST,MANITOBA,5012333,3522,50.02,-100.0,487,1885,1939,-999,-999,1885,1939,1885,1939
RAPID CITY,MANITOBA,501233B,3521,50.12,-99.93,545,1977,1997,-999,-999,1977,1997,1977,1997
REGENT,MANITOBA,5012340,3523,49.32,-100.37,500,1955,1966,-999,-999,1955,1966,1955,1966
RESTON,MANITOBA,5012400,3524,49.55,-101.1,463,1952,1994,-999,-999,1952,1994,1952,1994
RIDING MTN AUDY,MANITOBA,5012423,3525,50.72,-100.23,571,1977,1990,-999,-999,1977,1990,1977,1990
RIVERS,MANITOBA,5012439,3526,50.03,-100.23,475,1984,1991,-999,-999,1984,1991,1984,1991
RIVERS A,MANITOBA,5012440,3527,50.02,-100.32,473,1938,1983,1953,1983,1938,1970,1938,1970
ROBLIN,MANITOBA,5012469,27119,51.18,-101.36,539,1996,2019,1996,2019,1996,2019,1996,2007
ROBLIN,MANITOBA,5012471,3528,51.23,-101.38,556,1969,1979,-999,-999,1969,1979,1969,1979
ROBLIN,MANITOBA,5012472,3529,51.23,-101.38,556,1980,1997,-999,-999,1980,1997,1980,1997
ROBLIN NORTH,MANITOBA,5012473,3530,51.37,-101.4,587,1980,1986,-999,-999,1980,1986,1980,1986
ROSSBURN,MANITOBA,5012500,3531,50.67,-100.82,590,1955,1990,-999,-999,1955,1990,1955,1990
ROSSBURN 10N,MANITOBA,5012501,3532,50.8,-100.83,533,1971,1980,-999,-999,1971,1980,1971,1980
RUSSELL,MANITOBA,5012520,3533,50.77,-101.28,567,1883,1990,-999,-999,1883,1990,1883,1990
ST ALBANS,MANITOBA,5012540,3534,49.7,-99.55,359,1885,1960,-999,-999,1885,1960,1885,1960
ST ALPHONSE,MANITOBA,5012545,3535,49.45,-99.02,403,1962,2016,-999,-999,1962,2016,1962,2007
ST LAZARE,MANITOBA,5012600,3536,50.43,-101.3,502,1954,1954,-999,-999,1954,1954,1954,1954
SANDY LAKE,MANITOBA,5012620,3537,50.5,-100.1,624,1973,2005,-999,-999,1973,2005,1973,2005
SHOAL LAKE CS,MANITOBA,5012654,10927,50.45,-100.6,561,1993,2019,1994,2019,1993,2019,1996,2007
SHARPE LAKE,MANITOBA,5012661,3538,49.05,-100.33,656,1988,1988,-999,-999,1988,1988,1988,1988
SHILO,MANITOBA,5012672,3539,49.78,-99.64,375,1954,1999,1954,1999,1954,1970,1954,1970
CFB SHILO CCOC,MANITOBA,5012673,43343,49.79,-99.63,372,2004,2005,-999,-999,2004,2005,2004,2005
SHOAL LAKE,MANITOBA,5012675,3540,50.43,-100.58,543,1883,1900,-999,-999,1883,1900,1883,1900
SHOAL LAKE,MANITOBA,5012676,3541,50.48,-100.72,624,1966,1977,-999,-999,1966,1977,1966,1977
SHOAL LAKE,MANITOBA,5012677,3542,50.45,-100.58,555,1978,1983,-999,-999,1978,1983,1978,1983
SILVERTON EXP ST,MANITOBA,5012680,3543,50.77,-101.15,571,1951,1958,-999,-999,1951,1958,1951,1958
SOMERSET,MANITOBA,5012710,3544,49.45,-98.62,487,1970,1998,-999,-999,1970,1998,1970,1998
SOURIS,MANITOBA,5012719,3545,49.65,-100.25,432,1982,2006,-999,-999,1982,2006,1982,2006
SOURIS,MANITOBA,5012720,3546,49.62,-100.27,426,1912,1972,-999,-999,1912,1972,1912,1972
SOURIS 2,MANITOBA,5012727,6882,49.58,-100.4,428,1992,1996,-999,-999,1992,1996,1992,1996
STRATHCLAIR,MANITOBA,5012796,3547,50.4,-100.4,579,1962,2013,-999,-999,1962,2013,1962,2007
SWAN LAKE,MANITOBA,5012799,3548,49.4,-98.78,481,1885,1930,-999,-999,1885,1930,1885,1930
TREHERNE,MANITOBA,5012930,3549,49.63,-98.7,373,1885,1978,-999,-999,1885,1978,1885,1978
TREHERNE 8N,MANITOBA,5012931,3550,49.73,-98.75,337,1970,1973,-999,-999,1970,1973,1970,1973
TURTLE MOUNTAIN,MANITOBA,5012935,3551,49.18,-100.33,655,1883,1907,-999,-999,1883,1907,1883,1907
TURTLE MOUNTAIN 1,MANITOBA,5012936,3552,49.05,-100.55,563,1978,1979,-999,-999,1978,1979,1978,1979
TURTLE MOUNTAIN 2,MANITOBA,5012937,3553,49.08,-100.78,472,1978,1986,-999,-999,1978,1986,1978,1986
TURTLE MOUNTAIN 3,MANITOBA,5012938,3554,49.18,-100.7,472,1978,1992,-999,-999,1978,1992,1978,1992
TURTLE MOUNTAIN 4,MANITOBA,5012939,3555,49.32,-100.73,442,1978,1986,-999,-999,1978,1986,1978,1986
TURTLE MOUNTAIN 5,MANITOBA,5012940,3556,49.35,-100.57,464,1978,1979,-999,-999,1978,1979,1978,1979
TURTLE MOUNTAIN 6,MANITOBA,5012941,3557,49.3,-100.32,502,1978,2008,-999,-999,1978,2008,1978,2007
TURTLE MOUNTAIN 7,MANITOBA,5012942,3558,49.32,-100.07,499,1978,1981,-999,-999,1978,1981,1978,1981
TURTLE MOUNTAIN 8,MANITOBA,5012943,3559,49.2,-100.3,533,1978,1980,-999,-999,1978,1980,1978,1980
VIRDEN,MANITOBA,5012960,3560,49.83,-100.95,445,1890,2005,-999,-999,1890,2005,1890,2005
VIRDEN WATER,MANITOBA,5012961,47367,49.84,-100.93,439,2008,2018,-999,-999,2008,2018,-999,-999
VIRDEN SCARTH,MANITOBA,5012965,3561,49.73,-100.97,442,1961,1976,-999,-999,1961,1976,1961,1976
WASAGAMING,MANITOBA,5013117,3562,50.66,-99.94,627,1966,2019,1994,2019,1966,2019,1966,2007
WASKADA,MANITOBA,5013119,3563,49.1,-100.8,470,1986,1989,-999,-999,1986,1989,1986,1988
WASKADA,MANITOBA,5013120,3564,49.03,-100.75,469,1924,1987,-999,-999,1924,1987,1924,1987
WAWANESA,MANITOBA,5013125,3565,49.6,-99.68,342,1979,1980,-999,-999,1979,1980,1979,1980
WAWANESA EAST,MANITOBA,5013130,3566,49.58,-99.6,373,1984,1985,-999,-999,1984,1985,1984,1985
MELITA,MANITOBA,501A7AR,10185,49.28,-100.99,445,1992,2019,1994,2019,1992,2019,1996,2007
ROBLIN FRIESEN 3 NORTHWEST,MANITOBA,501B4G2,6879,51.27,-101.4,556,1991,2019,-999,-999,1991,2019,1991,2007
RIVERS PETTAPIECE,MANITOBA,501BMMA,3457,50.11,-100.18,487,1987,2019,-999,-999,1987,2019,1987,2007
OAK LAKE,MANITOBA,501K051,3459,49.77,-100.63,431,1979,1995,-999,-999,1979,1995,1979,1995
ROSSBURN 4 NORTH,MANITOBA,501KE01,3458,50.75,-100.82,609,1986,2019,-999,-999,1986,2019,1986,2007
ALMASIPPI,MANITOBA,5020036,3571,49.55,-98.2,274,1902,1925,-999,-999,1902,1925,1902,1925
ALTONA,MANITOBA,5020040,3572,49.1,-97.55,247,1948,2008,-999,-999,1948,2008,1948,2007
ALTONA CFAM,MANITOBA,5020050,3573,49.1,-97.55,247,1959,1968,-999,-999,1959,1968,1959,1968
ALTONA SOUTH,MANITOBA,5020054,3574,49.05,-97.57,249,1984,1989,-999,-999,1984,1989,1984,1989
ANOLA,MANITOBA,5020069,3575,49.88,-96.65,255,1986,1987,-999,-999,1986,1987,1986,1987
BIRDS HILL NURSERY,MANITOBA,5020222,3576,49.98,-96.83,256,1969,1969,-999,-999,1969,1969,1969,1969
BIRDS HILL PINE RIDGE,MANITOBA,5020224,3577,49.98,-96.93,238,1988,1992,-999,-999,1988,1992,1988,1992
BOISSEVAIN,MANITOBA,5020320,3578,49.23,-100.05,510,1912,1981,-999,-999,1912,1981,1912,1981
BOISSEVAIN 2,MANITOBA,5020321,3579,49.22,-100.08,525,1948,1970,-999,-999,1948,1970,1948,1970
CARMAN,MANITOBA,5020551,3582,49.43,-98.15,281,1964,2014,-999,-999,1964,2014,1964,2007
CARMAN 2,MANITOBA,5020553,3583,49.52,-98.0,265,1885,1981,-999,-999,1885,1981,1885,1981
CARTWRIGHT,MANITOBA,5020555,3584,49.1,-99.35,461,1883,1976,-999,-999,1883,1976,1883,1976
CARTWRIGHT,MANITOBA,502055E,3581,49.05,-99.42,472,1979,1992,-999,-999,1979,1992,1979,1992
CARTWRIGHT 2,MANITOBA,50205N5,3580,49.17,-99.52,467,1887,1900,-999,-999,1887,1900,1887,1900
CRYSTAL CITY,MANITOBA,5020625,3585,49.05,-98.97,464,1987,1996,-999,-999,1987,1996,1987,1996
DACOTAH,MANITOBA,5020648,3586,49.87,-97.65,240,1971,1975,-999,-999,1971,1975,1971,1975
DARLINGFORD,MANITOBA,5020670,3587,49.12,-98.27,457,1980,1981,-999,-999,1980,1981,1980,1981
DARLINGFORD NORTH,MANITOBA,5020672,3588,49.15,-98.27,432,1980,1983,-999,-999,1980,1983,1980,1983
DEERWOOD,MANITOBA,5020720,3589,49.4,-98.32,338,1951,1995,-999,-999,1951,1995,1951,1995
DEERWOOD RCS,MANITOBA,5020725,29886,49.4,-98.32,341,2000,2019,2000,2019,2000,2019,2000,2007
DOMAIN,MANITOBA,5020768,3590,49.62,-97.32,237,1979,1988,-999,-999,1979,1988,1979,1988
DOMINION CITY,MANITOBA,5020770,3591,49.15,-97.15,239,1967,1969,-999,-999,1967,1969,1967,1969
DUFROST,MANITOBA,5020807,3592,49.37,-97.05,242,1968,1971,-999,-999,1968,1971,1968,1971
DUGALD,MANITOBA,5020810,3593,49.87,-96.82,243,1962,1988,-999,-999,1962,1988,1962,1988
ELM CREEK,MANITOBA,5020870,3594,49.72,-98.02,252,1964,1993,-999,-999,1964,1993,1964,1993
EMERSON,MANITOBA,5020880,3595,49.03,-97.18,237,1877,1997,-999,-999,1877,1997,1877,1997
EMERSON AUTO,MANITOBA,5020881,48068,49.0,-97.24,242,2009,2019,2009,2019,2009,2019,-999,-999
EMERSON AUT,MANITOBA,5020882,26963,49.0,-97.24,242,1996,2009,1996,2009,1997,2009,1997,2007
FANNYSTELLE,MANITOBA,5020913,3596,49.8,-97.87,243,1969,2004,-999,-999,1969,2004,1969,2004
FOXTON,MANITOBA,5020980,3597,50.45,-97.35,231,1883,1898,-999,-999,1883,1898,1883,1898
FORT WHYTE CENTRE,MANITOBA,5020990,32210,49.82,-97.23,235,2002,2004,-999,-999,2002,2004,2002,2004
CARMAN 3,MANITOBA,5020N53,3570,49.52,-97.95,258,1984,1987,-999,-999,1984,1987,1984,1987
GLENLEA,MANITOBA,5021054,3599,49.65,-97.12,234,1967,2002,-999,-999,1967,2002,1967,2002
GLENORA,MANITOBA,5021055,3600,49.27,-99.18,457,1962,1966,-999,-999,1962,1966,1962,1966
GNADENTHAL,MANITOBA,5021058,3601,49.1,-97.8,262,1964,1973,-999,-999,1964,1973,1964,1973
GRAYSVILLE,MANITOBA,5021160,3602,49.5,-98.17,283,1925,1988,-999,-999,1925,1988,1925,1988
GREEN RIDGE,MANITOBA,5021205,3603,49.17,-96.98,251,1967,2004,-999,-999,1967,2004,1967,2004
GREENWOOD,MANITOBA,5021210,3604,50.45,-97.2,-999,1885,1899,-999,-999,1885,1899,1885,1899
GRETNA (AUT),MANITOBA,5021220,3605,49.03,-97.56,252,1885,2019,1994,2019,1885,2019,1885,2007
GROSSE ISLE,MANITOBA,5021225,3606,50.05,-97.43,245,1964,2007,-999,-999,1964,2007,1964,2007
GUNTON HATCHERY,MANITOBA,5021227,3607,50.28,-97.17,233,1979,1996,-999,-999,1979,1996,1979,1996
HEADINGLY,MANITOBA,5021285,3608,49.88,-97.47,239,1961,1966,-999,-999,1961,1966,1961,1966
HOLLAND,MANITOBA,5021302,3609,49.61,-98.88,374,1984,2019,-999,-999,1984,2019,1984,2007
HOMEWOOD,MANITOBA,5021306,3610,49.53,-97.87,251,1962,1965,-999,-999,1962,1965,1962,1965
KALEIDA,MANITOBA,5021395,6885,49.13,-98.47,477,1993,2000,-999,-999,1993,2000,1993,2000
KILLARNEY,MANITOBA,5021480,3611,49.18,-99.65,495,1969,2008,-999,-999,1969,2008,1969,2007
KLEEFELD (MAFRI),MANITOBA,5021500,50897,49.52,-96.9,246,2012,2019,2012,2019,2014,2019,-999,-999
LANDMARK,MANITOBA,5021529,3612,49.67,-96.88,240,1980,1993,-999,-999,1980,1993,1980,1993
LETELLIER,MANITOBA,5021565,3613,49.13,-97.3,240,1967,1974,-999,-999,1967,1974,1967,1974
MANITOU STRANGE,MANITOBA,5021687,3614,49.25,-98.52,487,1981,2006,-999,-999,1981,2006,1981,2006
MANITOU,MANITOBA,5021688,3615,49.27,-98.48,487,1970,1981,-999,-999,1970,1981,1970,1981
MARCHAND,MANITOBA,5021689,3616,49.45,-96.38,304,1972,1985,-999,-999,1972,1985,1972,1984
MARCHAND FORESTRY,MANITOBA,5021690,3617,49.43,-96.27,310,1959,1960,-999,-999,1959,1960,1959,1960
MARCHAND W4,MANITOBA,5021692,3618,49.43,-96.47,301,1980,1993,-999,-999,1980,1993,1980,1993
MARQUETTE,MANITOBA,5021695,3619,50.01,-97.81,243,1969,2019,-999,-999,1969,2019,1969,2007
MIAMI,MANITOBA,5021732,3620,49.37,-98.23,310,1933,1936,-999,-999,1933,1936,1933,1936
MIAMI HAWKEN,MANITOBA,5021735,3621,49.33,-98.37,449,1964,1975,-999,-999,1964,1975,1964,1975
MIAMI ORCHARD,MANITOBA,5021736,3622,49.37,-98.28,329,1964,2010,-999,-999,1964,2010,1964,2007
MIAMI THIESSEN,MANITOBA,5021737,3623,49.45,-98.25,297,1964,2016,-999,-999,1964,2016,1964,2007
MOOSE LAKE,MANITOBA,5021812,3624,49.2,-95.32,344,1981,1983,-999,-999,1981,1983,1981,1983
MORDEN,MANITOBA,5021840,3625,49.18,-98.1,302,1885,1971,-999,-999,1885,1971,1885,1971
MORDEN CDA,MANITOBA,5021848,3626,49.18,-98.08,297,1918,1998,-999,-999,1918,1998,1918,1998
MORDEN CDA CS,MANITOBA,5021849,29593,49.19,-98.08,297,1999,2019,2000,2019,1999,2019,1999,2007
MORDEN RADIO,MANITOBA,5021854,3627,49.25,-98.0,276,1980,1987,-999,-999,1980,1987,1980,1987
MORRIS,MANITOBA,5021920,3628,49.35,-97.37,234,1883,1987,-999,-999,1883,1987,1883,1987
MORRIS EXP ST,MANITOBA,5021960,3629,49.37,-97.38,235,1954,1959,-999,-999,1954,1959,1954,1959
MORRIS 2,MANITOBA,5021965,3630,49.43,-97.48,237,1961,2007,-999,-999,1961,2007,1961,2007
MYRTLE,MANITOBA,5021975,3631,49.4,-97.78,247,1966,2003,-999,-999,1966,2003,1966,2003
MYRTLE 2,MANITOBA,5021977,3632,49.33,-97.77,251,1968,1999,-999,-999,1968,1999,1968,1999
NAROL,MANITOBA,5021992,3633,50.05,-96.97,230,1971,1997,-999,-999,1971,1997,1971,1997
MANITOU NORTH,MANITOBA,5021F8Q,3598,49.27,-98.52,487,1981,1981,-999,-999,1981,1981,1981,1981
NINETTE,MANITOBA,5022040,3638,49.4,-99.63,416,1885,1978,-999,-999,1885,1978,1885,1978
NINGA,MANITOBA,5022041,3639,49.23,-99.85,502,1910,1921,-999,-999,1910,1921,1910,1921
NIVERVILLE,MANITOBA,5022043,3640,49.6,-97.05,236,1961,1992,-999,-999,1961,1992,1961,1992
OAKBANK,MANITOBA,5022051,3641,49.93,-96.85,245,1885,2019,-999,-999,1885,2019,1885,2007
OTTERBURNE,MANITOBA,5022056,3642,49.5,-97.05,238,1961,1969,-999,-999,1961,1969,1961,1969
PEACE GARDENS,MANITOBA,5022065,3643,49.0,-100.05,693,1961,2000,-999,-999,1961,2000,1961,2000
PEMBINA CROSSING,MANITOBA,5022068,3644,49.3,-98.42,472,1884,1903,-999,-999,1884,1903,1884,1902
PETERSFIELD,MANITOBA,5022070,3645,50.32,-96.98,222,1960,1977,-999,-999,1960,1977,1960,1977
NINETTE COLE,MANITOBA,50220D0,3636,49.4,-99.63,419,1979,1979,-999,-999,1979,1979,1979,1979
NINETTE 1 NW,MANITOBA,50220M0,3637,49.42,-99.65,419,1976,1996,-999,-999,1976,1996,1976,1996
PIGEON LAKE,MANITOBA,5022100,3646,49.95,-97.6,237,1988,1998,-999,-999,1988,1998,1988,1998
PILOT MOUND,MANITOBA,5022119,3647,49.12,-98.8,472,1885,1899,-999,-999,1885,1899,1885,1899
PILOT MOUND,MANITOBA,5022120,3648,49.2,-98.88,474,1883,1957,-999,-999,1883,1957,1883,1957
PILOT MOUND (AUT),MANITOBA,5022125,3649,49.19,-98.9,470,1957,2019,1957,2019,1957,2019,1957,2007
PILOT MOUND 2,MANITOBA,5022129,3650,49.2,-98.9,472,1987,2005,-999,-999,1987,2005,1987,2005
PINEY,MANITOBA,5022170,3651,49.08,-95.98,331,1959,1964,-999,-999,1959,1964,1959,1964
PINEY,MANITOBA,5022171,3652,49.03,-96.01,325,1980,2012,-999,-999,1980,2012,1980,2007
PLUM COULEE,MANITOBA,5022245,3653,49.05,-97.8,265,1961,2003,-999,-999,1961,2003,1961,2003
RATHWELL,MANITOBA,5022335,3654,49.68,-98.55,324,1967,2001,-999,-999,1967,2001,1967,2001
RICHER,MANITOBA,5022420,3655,49.65,-96.45,291,1979,1998,-999,-999,1979,1998,1979,1998
ROLAND,MANITOBA,5022480,3656,49.42,-98.0,266,1951,1980,-999,-999,1951,1980,1951,1980
ROSEAU RIVER,MANITOBA,5022488,3657,49.22,-96.83,282,1979,1980,-999,-999,1979,1980,1979,1980
ROSEBANK,MANITOBA,5022490,3658,49.37,-98.1,426,1892,1915,-999,-999,1892,1915,1892,1915
ROSEISLE,MANITOBA,5022491,11004,49.55,-98.35,308,2001,2005,-999,-999,2001,2005,2001,2005
ROSE ISLE,MANITOBA,5022492,6886,49.55,-98.35,308,1993,2002,-999,-999,1993,2002,1993,2002
ROSSER,MANITOBA,5022504,3660,49.98,-97.25,236,1964,1969,-999,-999,1964,1969,1964,1969
ST ANDREWS,MANITOBA,5022547,3662,50.08,-96.98,230,1874,1992,-999,-999,1874,1992,1874,1992
ST BONIFACE BENTWOOD,MANITOBA,5022549,3663,49.87,-97.08,230,1970,1980,-999,-999,1970,1980,1970,1980
STE ANNE,MANITOBA,502254Q,3661,49.67,-96.63,251,1979,2000,-999,-999,1979,2000,1979,2000
ST CLAUDE,MANITOBA,5022550,3664,49.65,-98.37,310,1964,2018,-999,-999,1964,2018,1964,2007
